index-entry-number,entry-number,entry-timestamp,key,"ddat-profession-capability-framework-skill",name,description,start-date,end-date
19,19,2018-07-02T17:11:10Z,1020,1020,"Coding and scripting","Understands the limitations of software / product technology and why coding is important. Able to prototype a code, but does not necessarily have to make a production ready code. Can talk to developers and knows when to switch code. Understands security, accessibility and version control.",,
18,18,2018-07-02T17:11:10Z,1019,1019,Coding,"Understands the limitations of internet technology and why code is important. Able to prototype a code, but does not necessarily have to make production-ready code. Can talk to developers and knows when to switch code. Understands security, accessibility and version control. Can use ‘what you see is what you get’ tools.",,
17,17,2018-07-02T17:11:10Z,1018,1018,"Change management","Able to manage changes to service, configuration items, organisational change, supplier change and associated documentation. Able to request changes due to incidents or problems to provide effective control and reduction of risk to the security performance and availability. Ensures compliance of the business services impacted by the change. Understands policy, principles and approach. Applies understanding and knowledge in project or programme activities. Develops experience in the use of key change management tools and processes.",,
16,16,2018-07-02T17:11:10Z,1017,1017,"Business process testing","Able to plan, design, manage and report business process tests and usability evaluations. Able to apply evaluation skills to see how appropriate or useful the defined process is going to be. This can be done through synthesising test tasks, selecting user samples, analysing performance and sharing results with the development teams.",,
15,15,2018-07-02T17:11:10Z,1016,1016,"Business modelling","Able to represent real world situations to aid the communication and understanding of different scenarios (existing, conceptual or proposed). Mainly focuses on the representation of organisational processes, roles and data models and whether they can be used to represent subjects at various levels of detail or complexity.",,
14,14,2018-07-02T17:11:10Z,1015,1015,"Business improvement process","Identifies and explores opportunities for service and business improvement. Drives the analysis, identification, prioritisation and implementation of improvements and efficiencies, thereby ensuring that the organisation derives maximum value from services. This includes recognising the potential for automation of processes, determining costs and benefits of new approaches and managing change or assisting implementation where needed.",,
13,13,2018-07-02T17:11:10Z,1014,1014,"Business analysis (IT operations)","Able to visualise, articulate, solve complex problems and concepts, and make disciplined decisions based on available information. Such skills include: demonstration of the ability to apply logical thinking, gathering and analysing information using comprehensive tools and techniques, the use of data to formulate both short-term day-to-day and long-term strategic plans, and the ability to identify and analyse options, and assess feasibility and operational impact. Ensures that the business solution aligns with the vision, mission, objectives, strategy, business and user needs and can identify and recognise a viable solution or control.",,
12,12,2018-07-02T17:11:10Z,1012,1012,"Business analysis","The ability to investigate, analyse, visualise, articulate and solve complex problems and concepts, and make disciplined decisions based on available information. Such skills include: applying thinking, gathering and analysing information using comprehensive tools and techniques, using data to formulate both short-term day-to-day and long-term strategic plans, and identifying and analysing options to assess feasibility and operational impact. Ensures that the business solution aligns with the vision, mission, objectives, strategy and the business and user needs and can identify and recognise a viable solution or control.",,
11,11,2018-07-02T17:11:10Z,1011,1011,"Broad technical understanding (performance analyst)","Stays abreast of industry developments to make cost-effective use of new and emerging tools and technologies. Keeps up to date with advances in digital analytics tools and data manipulation products.",,
10,10,2018-07-02T17:11:10Z,1010,1010,"Broad technical understanding (network architect)","This specific knowledge underpins an individual’s ability to deliver the responsibilities and tasks for their role. This relates to the application of the required breadth and depth of technical knowledge. This also includes staying abreast of industry developments to make cost-effective use of new and emerging tools and technologies.",,
9,9,2018-07-02T17:11:10Z,1009,1009,"Broad technical understanding","This specific knowledge underpins an individual’s ability to deliver the responsibilities and tasks for their role. This relates to the application of the required breadth and depth of technical knowledge. This also includes staying abreast of industry developments to make cost-effective use of new and emerging tools and technologies.",,
8,8,2018-07-02T17:11:10Z,1008,1008,"Bridging the gap between the technical and non-technical","Translates technical concepts between software engineering, delivery management and service management so they are understood by all.",,
7,7,2018-07-02T17:11:10Z,1007,1007,"Availability and capacity management","Able to define, analyse, plan, forecast, measure, maintain and improve all aspects of the availability of services, including power. Controls and manages service availability to meet the needs of the business in a cost-effective manner, including managing the capability, functionality and sustainability of service components (including hardware, software, network resources and software/infrastructure as a service).",,
6,6,2018-07-02T17:11:10Z,1006,1006,"Asset and configuration management","Conducts the lifecycle management for assets including hardware, software, intellectual property, licences, warranties. This includes managing usage, disposal, compliance, inventory, sustainability, cost optimisation and protection of the asset portfolio. Helps to improve investment decisions and capitalise on opportunities. Complies with international standards for asset management. Documents information relating to the assets including identification, classification and specification of all items, and information related to storage, access, versions, etc. Is able to apply status accounting and auditing in line with relevant criteria.",,
5,5,2018-07-02T17:11:10Z,1005,1005,"Applied maths, statistics and scientific practices","Understands how algorithms are designed, optimised and applied at scale. Can select and use appropriate statistical methods for sampling, distribution assessment, bias and error. Understands problem structuring methods and can evaluate when each method is appropriate. Applies scientific methods through experimental design, exploratory data analysis and hypothesis testing to reach robust conclusions.",,
4,4,2018-07-02T17:11:10Z,1004,1004,"Analysis and synthesis","Able to turn research data into clear findings that inform decisions. Knows how to involve colleagues in analysis and synthesis to increase consensus and challenge assumptions.",,
3,3,2018-07-02T17:11:10Z,1003,1003,Analysis,"Able to visualise, articulate and solve complex problems and concepts, by interrogating and using data or intelligence to formulate and influence plans. Able to interpret complex business and technical issues. Can identify and recognise a viable solution or control. Understands and links complex and diverse sets of information to inform the response and approach, for example identifying vulnerabilities and their impact.",,
2,2,2018-07-02T17:11:10Z,1002,1002,"Agile working","Is aware of and understands agile methodology and how to apply an agile mindset to all aspects of their work. Has the ability to work in a fast-paced, evolving environment and utilises an iterative method and flexible approach to enable rapid delivery. Unafraid to take risks, willing to learn from mistakes, and appreciates the importance of agile project delivery for digital projects in government. Able to ensure the team has a situational awareness of what each other is working on and how this relates to practical government objectives and user needs.",,
1,1,2018-07-02T17:11:10Z,1001,1001,"Agile and Lean practices","Has a deep knowledge of and leads on a range of Agile and Lean tools and techniques, with an ability to coach within and outside of their team. Able to represent and be an advocate for these tools and techniques, be innovative and ensure they keep up to date with the latest trends. Able to establish the feedback loop for teams and has responsibility for the translation and measurement of value (what you put in and what you will get out) and how this relates to practical government objectives and the user needs. Able to ensure the team has a situational awareness of what each other is working on. Ensures that working practices are iterated to achieve effective delivery.",,
